Province,City,Customer Id,Customer Name,Potential,2022 Q1 Target,sales,ALL_CUST,MA_CUST,VR_CUST,Stegaltro Listing Status,Stegaltro Listing Date,1/1/2021,1/1/2022,10/1/2021,11/1/2021,12/1/2021,2/1/2021,2/1/2022,3/1/2021,3/1/2022,4/1/2021,4/1/2022,5/1/2021,5/1/2022,6/1/2021,7/1/2021,8/1/2021,9/1/2021,standard_tier,hospital_segment,VR_CALL_CNT,VEEVA_CNT,SPK_CNT,EMEET_CNT,ADD_WECHAT_CNT,Group,sales_half_yr_pre,sales_half_yr,GR
云南省,普洱市,900017914,镇沅县彝族哈尼族拉祜族自县人民医院,1067261.0,12376.8288,18049.542,0.0,0.0,0.0,Not Listed,Not Listed,0.0,4297.51,0.0,0.0,2578.506,4297.51,0.0,0.0,0.0,0.0,0.0,0.0,2578.506,0.0,1719.004,2578.506,0.0,Tier2,Next,0,0,0,0,0,LH,4297.51,6876.016,0.5999999999999999
云南省,普洱市,900019156,普洱市中医医院,1033225.0,8380.1445,5924.3029,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,335.3379,5588.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Others,Next,0,0,0,0,0,LH,335.3379,0.0,-1.0
云南省,曲靖市,900003325,曲靖市第二人民医院,2219121.0,859.502,10743.775,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.755,4297.51,4297.51,Tier3,Others,0,0,0,0,0,LH,10743.775000000001,0.0,-1.0
云南省,曲靖市,900005111,沾益县人民医院,2074601.0,20370.1974,89604.18449999999,0.0,0.0,0.0,Not Listed,Not Listed,1289.253,0.0,0.0,8595.02,8595.02,2148.755,12892.53,4384.341,8595.02,1719.004,8595.02,6446.265,8595.02,4297.51,8595.02,0.0,4856.4065,Tier2,Next,0,0,0,0,0,LH,22046.446500000002,38677.590000000004,0.7543684420979135
云南省,曲靖市,900005521,曲靖市第一人民医院,1725084.0,11136.5716,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier3,Top,0,0,0,0,0,LH,0.0,0.0,
云南省,曲靖市,900006663,曲靖市第五人民医院,565965.0,6360.3148,53430.5054,0.0,0.0,0.0,Not Listed,Not Listed,4471.1720000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4471.1720000000005,3576.9376,2235.5860000000002,25932.7976,4471.1720000000005,0.0,3800.4962,0.0,4471.1720000000005,Tier2,Others,0,0,0,0,0,LH,8271.6682,11177.93,0.3513513513513513
云南省,曲靖市,900006810,罗平县人民医院,2244889.0,13279.3059,67773.71449999999,4.0,0.0,0.0,Not Listed,Not Listed,0.0,10314.024,0.0,0.0,11431.817,0.0,1117.7930000000001,0.0,0.0,5415.303,11431.817,4297.51,0.0,12892.53,0.0,0.0,10872.9205,Tier2,Top,0,3,0,0,0,LH,10872.9205,22863.634,1.1028052214674058
云南省,曲靖市,900007100,宣威云峰医院,1927357.0,26171.8359,56823.7471,0.0,0.0,0.0,Not Listed,Not Listed,34380.08,0.0,0.0,0.0,0.0,0.0,0.0,3018.0411,0.0,2235.5860000000002,0.0,0.0,0.0,17190.04,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,0.0,0.0,
云南省,曲靖市,900010028,罗平县中医院,471053.0,10700.7999,124914.9568,1.0,0.0,0.0,Not Listed,Not Listed,11590.3148,1719.004,0.0,0.0,21461.6256,859.502,10730.8128,0.0,10730.8128,10730.8128,10730.8128,12879.5678,10730.8128,0.0,10730.8128,0.0,12020.0658,Tier2,Others,0,0,0,0,0,LH,22750.8786,44642.2552,0.9622211513185253
云南省,曲靖市,900013786,曲靖市中医医院,2306254.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier3,Next,0,0,0,0,0,LH,0.0,0.0,
云南省,曲靖市,900016428,富源县人民医院,2025267.0,22475.9773,1289.253,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,1289.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,1289.253,0.0,-1.0
云南省,楚雄彝族自治州,900002336,楚雄彝族自治州中医院,2608784.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier3,Top,0,0,0,0,0,LH,0.0,0.0,
云南省,楚雄彝族自治州,900005745,楚雄州人民医院,1494173.0,27740.7172,106019.5717,2.0,2.0,2.0,Not Listed,Not Listed,0.0,0.0,0.0,17190.04,34380.08,0.0,0.0,8595.02,0.0,0.0,17190.04,85.9502,0.0,2793.3815,25785.06,0.0,0.0,Tier3,Others,0,2,2,1,0,LH,42975.100000000006,17190.04,-0.6000000000000001
云南省,楚雄彝族自治州,900008654,姚安县中医医院,833482.0,10185.0987,24066.056,0.0,0.0,0.0,Not Listed,Not Listed,1719.004,2148.755,2148.755,2148.755,0.0,859.502,2148.755,1289.253,0.0,1289.253,2578.506,859.502,2148.755,429.751,4297.51,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,8595.02,9024.771,0.050000000000000044
云南省,楚雄彝族自治州,900008655,姚安县人民医院,1350011.0,15685.9115,24066.056,0.0,0.0,0.0,Not Listed,Not Listed,0.0,4297.51,1719.004,0.0,2148.755,0.0,0.0,0.0,4297.51,0.0,2148.755,1289.253,0.0,859.502,2148.755,3008.257,2148.755,Tier2,Next,0,0,0,0,0,LH,9024.771,10743.775000000001,0.19047619047619047
云南省,楚雄彝族自治州,900013854,楚雄市人民医院,1301501.0,429.751,4727.2609999999995,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.755,0.0,0.0,0.0,2578.506,Tier2,Next,0,0,0,0,0,LH,2578.506,2148.755,-0.16666666666666663
云南省,楚雄彝族自治州,900014623,南华县人民医院,777931.0,8637.9951,31371.822999999997,0.0,0.0,0.0,Not Listed,Not Listed,2148.755,8595.02,0.0,2148.755,0.0,0.0,0.0,1289.253,8595.02,4297.51,0.0,2148.755,0.0,0.0,0.0,0.0,2148.755,Tier2,Next,0,0,0,0,0,LH,4297.51,17190.04,3.0
云南省,楚雄彝族自治州,900023982,南华县中医院,0.0001,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Others,0,0,0,0,0,LH,0.0,0.0,
云南省,楚雄彝族自治州,900028767,楚雄州人民医院分院,1641404.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Others,Others,0,0,0,0,0,LH,0.0,0.0,
云南省,楚雄彝族自治州,901794653,南华县中医医院,917040.0,9755.3477,14611.534,0.0,0.0,0.0,Not Listed,Not Listed,0.0,1719.004,1289.253,859.502,0.0,859.502,0.0,0.0,5157.012,1719.004,0.0,0.0,0.0,859.502,859.502,1289.253,0.0,Tier2,Next,0,0,0,0,0,LH,4297.51,6876.016,0.5999999999999999
云南省,玉溪市,900002331,玉溪市中医院,3068162.0,44264.352999999996,288635.3669,14.0,12.0,11.0,Not Listed,Not Listed,558.8965,58125.236,10730.8128,12966.3988,28391.9422,11848.6058,0.0,0.0,12945.5564,10730.8128,23697.2116,14084.1918,23851.047599999998,21461.6256,11848.6058,23697.2116,23697.2116,Tier3,Top,0,41,0,0,0,LH,82940.24059999999,118619.05159999998,0.4301749156006185
云南省,玉溪市,900002335,江川县人民医院,2676846.0,19467.7203,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,0.0,0.0,
云南省,玉溪市,900002342,玉溪市人民医院,3145922.0,63032.4464,416936.789,9.0,6.0,5.0,Not Listed,Not Listed,7824.5509999999995,49853.5678,23473.653,21014.5084,38675.6378,5588.965,14754.8676,16766.895,46947.306,12295.723,48288.6576,22355.86,45382.3958,13413.516000000001,12295.723,13413.516000000001,24591.446,Tier3,Others,0,39,1,0,0,LH,94788.84639999998,205226.7948,1.1650943396226419
云南省,玉溪市,900003242,峨山县人民医院,1508559.0,15642.9364,60807.9392,0.0,0.0,0.0,Not Listed,Not Listed,0.0,4471.1720000000005,4471.1720000000005,0.0,4471.1720000000005,4024.0548,0.0,0.0,6706.758000000001,5588.965,7600.9924,0.0,8942.344000000001,5588.965,2235.5860000000002,4471.1720000000005,2235.5860000000002,Tier2,Next,0,0,0,0,0,LH,13413.516000000001,27721.2664,1.0666666666666664
云南省,玉溪市,900005856,玉溪市第三人民医院,1864025.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,0.0,0.0,
云南省,玉溪市,900006785,云南玉溪市百信医院,2337094.0,27933.815,80198.8328,1.0,0.0,0.0,Not Listed,Not Listed,11088.897,6706.758000000001,3353.3790000000004,6619.927000000001,0.0,0.0,3524.839,5588.965,12966.3988,3353.3790000000004,3524.839,0.0,1289.253,4471.1720000000005,5760.425,2235.5860000000002,9715.015000000001,Tier2,Next,0,3,0,0,0,LH,27684.332000000002,28012.087800000005,0.011839035884990912
云南省,玉溪市,900007462,澄江县人民医院,1383199.0,11775.1774,7134.7474,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,515.7012,429.751,343.8008,429.751,429.751,429.751,214.8755,223.5586,214.8755,1538.8609000000001,171.9004,429.751,429.751,1332.6685000000002,Tier2,Next,0,0,0,0,0,LH,2707.8717,2621.9215000000004,-0.03174086866818682
云南省,玉溪市,900009555,通海县人民医院,2426928.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,0.0,0.0,
云南省,玉溪市,900011471,峨山县中医医院,691566.0,21315.6496,147101.5588,0.0,0.0,0.0,Not Listed,Not Listed,8942.344000000001,22355.86,16766.895,11177.93,15201.9848,4471.1720000000005,0.0,8942.344000000001,6706.758000000001,7824.5509999999995,3353.3790000000004,4471.1720000000005,4471.1720000000005,8942.344000000001,12295.723,11177.93,0.0,Tier2,Next,0,0,0,0,0,LH,51418.477999999996,36887.169,-0.28260869565217384
云南省,红河哈尼族彝族自治州,900002325,红河州滇南中心医院,1862338.0,18221.4424,70479.164,3.0,0.0,0.0,Not Listed,Not Listed,0.0,6446.265,4297.51,0.0,0.0,3438.008,0.0,4727.2609999999995,8595.02,4297.51,17190.04,8595.02,0.0,0.0,4297.51,4297.51,4297.51,Tier3,Top,0,5,0,0,0,LH,17190.04,32231.325,0.875
云南省,红河哈尼族彝族自治州,900003235,建水县中医院,849559.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,0.0,0.0,
云南省,红河哈尼族彝族自治州,900003968,开远市人民医院,0.0001,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Others,0,0,0,0,0,LH,0.0,0.0,
云南省,红河哈尼族彝族自治州,900003969,建水县人民医院,2258795.0,80406.4121,614114.179,6.0,6.0,5.0,Not Listed,Not Listed,34380.08,17190.04,51570.12,51570.12,51570.12,16760.289,55867.63,0.0,85950.2,0.0,17190.04,25785.06,34380.08,51570.12,0.0,68760.16,51570.12,Tier2,Others,0,16,15,0,0,LH,223470.52,210577.99,-0.05769230769230771
云南省,红河哈尼族彝族自治州,900004544,红河州第二人民医院,825841.0,7950.3935,13322.281,0.0,0.0,0.0,Not Listed,Not Listed,429.751,2148.755,859.502,859.502,859.502,429.751,0.0,0.0,859.502,0.0,2148.755,429.751,1289.253,429.751,859.502,859.502,859.502,Tier2,Next,0,0,0,0,0,LH,4297.51,6446.265,0.5
云南省,红河哈尼族彝族自治州,900005523,蒙自市人民医院,1651023.0,34981.7314,197685.46,9.0,8.0,5.0,Not Listed,Not Listed,4297.51,25785.06,8595.02,17190.04,8595.02,4297.51,0.0,4297.51,25785.06,12892.53,17190.04,8595.02,17190.04,8595.02,0.0,17190.04,17190.04,Tier2,Others,0,1,0,0,0,LH,60165.14000000001,85950.20000000001,0.4285714285714286
云南省,红河哈尼族彝族自治州,900006083,云南省滇南中心医院,2999643.0,61568.1577,298957.75,8.0,7.0,7.0,Listing,202202,17190.04,34380.08,17190.04,14270.6025,15986.7372,8809.8955,9391.494,17986.514,28048.426,22776.803,18782.988,7735.518,18782.988,16760.289,16760.289,26799.2788,7305.767,Tier3,Others,0,17,2,2,0,LH,82325.9773,109385.976,0.3286933187733927
云南省,红河哈尼族彝族自治州,900006544,弥勒县人民医院,3482442.0,3575.8233,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Top,0,0,0,0,0,LH,0.0,0.0,
云南省,红河哈尼族彝族自治州,900009558,中国人民解放军第五十九医院,6626131.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier3,Top,0,0,0,0,0,LH,0.0,0.0,
云南省,红河哈尼族彝族自治州,900010967,石屏县人民医院,1552852.0,13150.3806,10314.024,0.0,0.0,0.0,Not Listed,Not Listed,859.502,0.0,0.0,0.0,859.502,0.0,0.0,859.502,2578.506,429.751,2148.755,0.0,2148.755,429.751,0.0,0.0,0.0,Tier2,Next,0,0,0,0,0,LH,0.0,6876.0160000000005,
云南省,红河哈尼族彝族自治州,900024881,蒙自县中医院,515131.0,7348.7421,36958.586,0.0,0.0,0.0,Not Listed,Not Listed,3438.008,0.0,0.0,2578.506,2148.755,1289.253,0.0,8595.02,2148.755,8595.02,1719.004,0.0,4297.51,0.0,0.0,2148.755,0.0,Tier2,Others,0,0,0,0,0,LH,4727.261,8165.269,0.7272727272727271
云南省,西双版纳傣族自治州,900002337,西双版纳州人民医院,1883766.0,71080.8154,433189.008,8.0,7.0,7.0,Not Listed,Not Listed,17190.04,34380.08,21487.55,51570.12,17190.04,36528.835,25785.06,34380.08,34380.08,0.0,34380.08,17190.04,17190.04,8595.02,42975.1,0.0,39966.843,Tier3,Others,0,8,6,0,0,LH,155999.613,146115.34,-0.06336088154269981
云南省,西双版纳傣族自治州,900002340,景洪市第一人民医院,3430173.0,3535.9996,0.0,1.0,1.0,1.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier3,Top,0,1,0,0,0,LH,0.0,0.0,
云南省,西双版纳傣族自治州,900006207,景洪市人民医院,1479538.0,30297.4455,195787.957,1.0,1.0,1.0,Not Listed,Not Listed,0.0,21461.6256,11177.93,12602.5267,10730.8128,0.0,13413.516000000001,0.0,6706.758000000001,558.8965,21461.6256,7580.15,10730.8128,21238.067000000003,10060.136999999999,20120.273999999998,27944.825,Tier2,Next,0,3,1,0,0,LH,81905.6927,73774.338,-0.09927703962877288
云南省,迪庆藏族自治州,900010917,迪庆州人民医院,1881012.0,29867.6945,128936.0919,0.0,0.0,0.0,Not Listed,Not Listed,19325.8328,4297.51,10730.8128,3353.3790000000004,19325.8328,0.0,15028.3228,10730.8128,10730.8128,4297.51,199.1185,0.0,10730.8128,19325.8328,859.502,0.0,0.0,Tier2,Others,0,0,0,0,0,LH,14943.693800000001,40986.5769,1.742733988567137
内蒙古自治区,乌兰察布市,900007466,乌兰察布市中心医院,1776170.0,99831.1573,364991.5293,8.0,8.0,8.0,Not Listed,Not Listed,4297.51,0.0,18651.1934,17190.04,17190.04,4297.51,84097.2,8595.02,33638.88,17190.04,0.0,8930.3579,102007.1934,10830.606,17190.04,17190.04,3695.8586,Tier3,Next,0,0,4,1,0,HL,73917.17199999999,219743.2734,1.972831176495768
内蒙古自治区,乌兰察布市,900008698,凉城县人民医院,255785.0,67127.1062,436977.0328,0.0,0.0,0.0,Not Listed,Not Listed,38146.2048,21326.7648,0.0,54965.644799999995,42653.5296,0.0,13035.066,8965.3762,3111.5964,19073.1024,21326.7648,26372.053399999997,54965.644799999995,29736.4848,8409.72,38146.2048,56742.875199999995,Others,Others,0,0,0,0,0,HL,158264.4448,113765.8368,-0.2811661713168313
内蒙古自治区,乌兰察布市,900008806,乌兰察布市第二医院,213158.0,1847.9293,1719.004,0.0,0.0,0.0,Not Listed,Not Listed,0.0,0.0,0.0,0.0,0.0,0.0,859.502,0.0,859.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tier2,Others,0,0,0,0,0,HL,0.0,1719.004,
内蒙古自治区,乌兰察布市,900008812,乌兰察布市第三医院,243943.0,5672.7132,13150.821,0.0,0.0,0.0,Not Listed,Not Listed,0.0,4297.51,859.502,0.0,1289.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.755,0.0,0.0,1289.253,3266.5480000000002,Tier2,Others,0,0,0,0,0,HL,5415.303,6446.265,0.19037937489370416
内蒙古自治区,乌兰察布市,900014817,丰镇市医院,118563.0,5801.6385,50730.544,2.0,1.0,1.0,Listing,202203,4297.51,8595.02,0.0,2148.755,4297.51,0.0,4297.51,0.0,19851.499999999996,0.0,796.4739999999999,2148.755,0.0,0.0,0.0,2148.755,2148.755,Tier2,Others,0,0,2,0,0,HL,6446.265,33540.504,4.203091092283671
内蒙古自治区,乌兰察布市,900025013,卓资县人民医院,365002.5791,20112.3468,250143.6878,0.0,0.0,0.0,Not Listed,Not Listed,28367.97,22285.62,34009.48,22373.285,17190.04,0.0,0.0,0.0,0.0,39545.9,10730.8128,0.0,4297.51,21487.55,0.0,21487.55,28367.97,Tier2,Others,0,0,0,0,0,HL,106238.285,37313.9428,-0.6487712240460207
内蒙古自治区,乌兰察布市,900025159,化德县中蒙医院,188258.687,21014.8239,80677.68900000001,0.0,0.0,0.0,Not Listed,Not Listed,5553.845,0.0,12033.028,5553.845,5157.012,0.0,3332.3070000000002,14148.865000000002,0.0,0.0,4471.1720000000005,11107.69,2148.755,7305.767,2235.5860000000002,0.0,7629.817000000001,Tier2,Others,0,0,0,0,0,HL,27452.276000000005,9952.234,-0.6374714431692294
内蒙古自治区,乌兰察布市,900026224,察右中旗医院,156632.0,34251.1547,91918.2396,0.0,0.0,0.0,Not Listed,Not Listed,4204.86,0.0,8409.72,8409.72,16819.44,0.0,0.0,0.0,12025.8996,16819.44,0.0,16819.44,8409.72,0.0,0.0,0.0,0.0,Tier2,Others,0,0,0,0,0,HL,16819.44,20435.619599999998,0.21500000000000008
内蒙古自治区,乌兰察布市,900027135,四子王旗人民医院,216296.0,7907.4184,106186.0306,0.0,0.0,0.0,Not Listed,Not Listed,12614.58,33638.88,8409.72,0.0,20406.8866,0.0,0.0,0.0,7568.7480000000005,0.0,0.0,23547.216,0.0,0.0,0.0,0.0,0.0,Tier2,Others,0,0,0,0,0,HL,8409.72,41207.628,3.9000000000000004
内蒙古自治区,乌兰察布市,900027955,内蒙古商都县医院,277210.0,9755.3477,37941.637,0.0,0.0,0.0,Not Listed,Not Listed,4642.6320000000005,5588.965,1681.944,6153.116,0.0,0.0,0.0,3363.888,0.0,0.0,0.0,1681.944,0.0,3917.53,1681.944,5876.295,3353.3790000000004,Tier2,Others,0,0,0,0,0,HL,18746.678,5588.965,-0.7018690458117433
内蒙古自治区,乌兰察布市,900430542,察右后旗医院,110470.0,34208.1796,107124.258,0.0,0.0,0.0,Not Listed,Not Listed,8409.72,2148.755,8409.72,5588.965,0.0,8409.72,9886.475,1117.7930000000001,11177.93,11177.93,8595.02,8409.72,0.0,0.0,15382.79,8409.72,0.0,Tier2,Others,0,0,0,0,0,HL,37791.19500000001,31808.18,-0.15831769807755502
内蒙古自治区,乌兰察布市,900754922,凉城县中蒙医院,373699.0,25441.2592,59426.9365,0.0,0.0,0.0,Not Listed,Not Listed,8409.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8409.72,17378.336499999998,0.0,0.0,8409.72,16819.44,0.0,0.0,0.0,Tier2,Others,0,0,0,0,0,HL,0.0,16819.44,
