Province,City,Customer Id,Customer Name,Potential,2022 Q1 Target,sales,ALL_CUST,MA_CUST,VR_CUST,Stegaltro Listing Status,Stegaltro Listing Date
内蒙古自治区,乌兰察布市,900008698,凉城县人民医院,255785.0,67127.1062,436977.0328,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900008806,乌兰察布市第二医院,213158.0,1847.9293,1719.004,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900008812,乌兰察布市第三医院,243943.0,5672.7132,13150.821,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900014817,丰镇市医院,118563.0,5801.6385,50730.544,2.0,1.0,1.0,Listing,202203
内蒙古自治区,乌兰察布市,900025013,卓资县人民医院,365002.5791,20112.3468,250143.6878,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900025159,化德县中蒙医院,188258.687,21014.8239,80677.68900000001,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900026224,察右中旗医院,156632.0,34251.1547,91918.2396,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900027135,四子王旗人民医院,216296.0,7907.4184,106186.0306,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900027955,内蒙古商都县医院,277210.0,9755.3477,37941.637,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900430542,察右后旗医院,110470.0,34208.1796,107124.258,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,900754922,凉城县中蒙医院,373699.0,25441.2592,59426.9365,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌兰察布市,901827511,丰镇市中蒙医院,149499.0,1289.253,65516.5656,4.0,2.0,2.0,Not Listed,Not Listed
内蒙古自治区,乌海市,900006530,乌海樱花医院,633496.0,33520.578,150412.85,3.0,2.0,1.0,Not Listed,Not Listed
内蒙古自治区,乌海市,900007465,乌海市人民医院,1550457.0,10704.2656,79438.25540000001,3.0,3.0,3.0,Listing,202103
内蒙古自治区,乌海市,900007742,乌海市海勃湾区中医院,1396198.379,239199.4066,1817698.3085999999,9.0,9.0,9.0,Temporary,202203
内蒙古自治区,乌海市,900011936,乌海市乌达区中心医院,358875.0,8981.7959,47272.61,1.0,1.0,1.0,Not Listed,Not Listed
内蒙古自治区,乌海市,900014816,乌海市蒙中医院,954466.8371,100690.6593,498511.16,8.0,8.0,7.0,Not Listed,Not Listed
内蒙古自治区,乌海市,900025199,乌海市海勃湾区人民医院,302762.8564,45123.855,262405.2639,7.0,6.0,4.0,Not Listed,Not Listed
内蒙古自治区,乌海市,902009290,海勃湾区海北办事处社区卫生服务中心,6712.043031999999,2750.4064,6727.776,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌海市,902863202,海勃湾区新华西街道办事处社区卫生服务中心,352357.0221,36013.1338,140958.328,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌海市,902899966,乌海市海勃湾区新华街道办事处社区卫生服务中心,7246.603620999999,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,乌海市,903065007,乌海市海勃湾区凤凰岭街道办事处社区卫生服务中心,6925.033264000001,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900004311,兴安盟人民医院,1565208.0,28922.2423,131169.4539,3.0,3.0,1.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900005354,乌兰浩特兴安盟蒙医院,246116.0,4125.6096,2522.916,1.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900007638,乌兰浩特市人民医院,688521.0,5973.5389,9250.692,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900010806,科右前旗人民医院,579533.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900010815,科尔沁右翼中旗人民医院,487545.0,18624.5556,127879.0832,1.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900012199,扎赉特旗人民医院,216289.0,7907.4184,2794.4825,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900014814,突泉县人民医院,413394.0,3566.9333,25229.16,2.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900017333,科右中旗中医院,513864.0,4426.4353,58027.068,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900022473,突泉县中医院,144009.0,1246.2779,0.0,1.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900022489,科右中旗蒙医医院,158319.0,5285.9373,8409.72,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,兴安盟,900022614,科右中旗第二人民医院,273378.0,10013.1983,16532.11,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,包头市,900004180,包头市蒙医中医院,433498.0,11431.3766,16819.44,1.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,包头市,900004185,内蒙古一机医院,872802.0,7563.6176,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,包头市,900005800,内蒙古科技大学第一附属医院包头医学院一附属医院,3014746.0,39803.2684,68300.0806,3.0,3.0,2.0,Not Listed,Not Listed
内蒙古自治区,包头市,900006023,包头市中心医院,1020213.0,35152.205200000004,110791.129,2.0,2.0,2.0,Not Listed,Not Listed
内蒙古自治区,包头市,900006517,内蒙古北方重工业集团有限公司医院,1669432.0,78816.3334,176903.5543,2.0,2.0,2.0,Temporary,202204
内蒙古自治区,包头市,900006915,包头市第四医院,826454.4727000002,27203.2383,89817.959,7.0,6.0,5.0,Not Listed,Not Listed
内蒙古自治区,包头市,900008697,包头医学院第二附属医院,962010.0,10368.178100000001,23971.6429,4.0,4.0,4.0,Not Listed,Not Listed
内蒙古自治区,包头市,900008809,内蒙古包钢医院,455087.0,47865.4036,28644.371,4.0,3.0,1.0,Listing,202105
内蒙古自治区,包头市,900017335,包头市九原区医院,175520.0,1504.1285,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,包头市,900017851,中国核工业集团公司二0二厂职工医院,571009.0,4942.1365,8595.02,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,包头市,901822419,包头亿民医院,39969.0,1417.0338,4901.8289,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,包头市,902240690,青山区万青路办事处幸南社区卫生服务中心,0.0,988.4273,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900001368,呼伦贝尔市人民医院,1857299.0,123504.8437,609206.941,29.0,24.0,12.0,Listing,202202
内蒙古自治区,呼伦贝尔市,900005050,扎兰屯市人民医院,298709.0,58059.3601,333064.13060000003,7.0,1.0,1.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900008470,扎兰屯市中蒙医院,1532385.865,164465.7077,733295.3615,11.0,4.0,4.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900011205,牙克石市人民医院,544527.0,12419.8039,64462.65,1.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900012829,海拉尔区第一人民医院,176575.0,429.751,12462.778999999999,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900014153,呼伦贝尔市中蒙医院,270734.0,15213.1854,129829.9791,2.0,2.0,1.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900014156,呼伦贝尔市第四人民医院,485471.0,15385.0858,46760.432,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900014815,阿荣旗中蒙医院,192558.0,28320.5909,103587.3572,2.0,1.0,1.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900014958,牙克石市中蒙医院,209175.0,1804.9542,35669.333,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900015150,阿荣旗人民医院,371379.0,30168.5202,67685.7825,1.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900016328,满洲里市第一医院,224309.0,5457.8377,12462.778999999999,3.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900017578,鄂温克族自治旗人民医院,153785.0,4277.4571,5930.5638,2.0,2.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900021765,鄂伦春自治旗第二人民医院,94910.0,429.751,13752.032,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900021832,陈巴尔虎旗人民医院,89757.0,4942.1365,8294.4145,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900022161,呼伦贝尔市第二人民医院,594023.0,10228.0738,135371.565,2.0,1.0,1.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900022492,莫力达瓦达斡尔族自治旗人民医院,410847.0,15986.7372,45942.6,6.0,2.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900022833,额尔古纳市人民医院,121599.0,7606.5927,123675.638,1.0,1.0,1.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900022890,鄂伦春旗人民医院,257579.1658,2234.7052,101936.9372,1.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900023118,莫力达瓦达斡尔族自治旗中蒙医院,134976.0,1160.3277,17190.04,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,900031232,内蒙古林业总医院,623530.0,15599.9613,57156.883,7.0,4.0,1.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,901982568,内蒙古自治区大兴安岭农场管理局中心医院,72098.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,呼伦贝尔市,902180088,鄂伦春自治旗大杨树社区卫生服务中心,59721.52917,2062.8048,21487.55,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900003440,巴彦淖尔市医院,478397.0,4125.6096,17790.6654,3.0,2.0,2.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900010626,巴彦淖尔市临河区人民医院,923137.0,74303.9479,84577.279,3.0,2.0,2.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900014813,巴彦淖尔盟临河区妇幼保健院,130040.0,3126.5836,53300.851800000004,4.0,3.0,2.0,Listing,202105
内蒙古自治区,巴彦淖尔市,900017419,五原县人民医院,406335.0,8595.02,16819.44,2.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900021574,磴口县人民医院,235021.0,2019.8297,840.972,1.0,1.0,0.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900022587,乌拉特前旗人民医院,835495.0,79933.686,302256.7144,6.0,5.0,5.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900022617,乌拉特前旗博爱医院,202321.0,13671.2562,98990.112,3.0,2.0,2.0,Listing,202104
内蒙古自治区,巴彦淖尔市,900430167,杭锦后旗医院,409978.0,12935.5051,135113.1725,3.0,2.0,1.0,Not Listed,Not Listed
内蒙古自治区,巴彦淖尔市,900922295,杭锦后旗妇幼保健院,368392.0,54363.5015,196547.5345,1.0,1.0,1.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900006413,扎鲁特旗医院,334992.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900009695,通辽市科尔沁区第一人民医院,63913.0,558.6763,27752.076,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900012283,奈曼旗人民医院,706481.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900013659,通辽市医院,1277011.0,13752.6123,4297.51,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900017334,内蒙古民族大学附属医院,1713125.0,46424.0049,292660.43100000004,4.0,4.0,4.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900021796,科尔沁左翼中旗人民医院,211807.0,3352.0578,9024.771,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900022279,开鲁县县医院,620467.0,18866.0689,0.0,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900022311,科尔沁左翼后旗人民医院,342231.0,5500.8128,4521.0686000000005,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900022326,霍林郭勒市人民医院,212831.3702,28406.5411,167602.89,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,通辽市,900033893,库伦旗医院,229515.0,2492.5558,429.751,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900004791,锡林郭勒盟医院,843896.0,124432.9996,392312.4728,16.0,13.0,10.0,Listing,202103
内蒙古自治区,锡林郭勒盟,900021722,太仆寺旗中蒙医院,141660.0067,1246.2779,114414.5374,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900022402,二连浩特市医院,49947.0,429.751,21487.55,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900022434,苏尼特右旗人民医院,177607.0,15226.653400000001,13188.563999999998,0.0,0.0,0.0,Listing,202107
内蒙古自治区,锡林郭勒盟,900022865,正镶白旗医院,150029.0,1289.253,103306.062,0.0,0.0,0.0,Listing,202203
内蒙古自治区,锡林郭勒盟,900023024,苏尼特左旗医院,291247.0,2535.5309,39898.5208,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900023048,多伦县人民医院,200488.0,1719.004,19208.861999999997,0.0,0.0,0.0,Listing,202203
内蒙古自治区,锡林郭勒盟,900023107,东乌珠穆沁旗旗医院,115215.0,18350.3677,97833.16,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900023286,正镶白旗蒙医院,29009.0,7004.9413,16819.44,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900024165,内蒙古锡林郭勒盟西乌珠穆沁旗医院,152537.0,1332.2281,89510.83499999999,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900024242,乌拉盖管理区医院,113648.0,3996.6843,33638.88,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,900027812,内蒙古正蓝旗医院,168220.0,33090.827000000005,197319.1426,0.0,0.0,0.0,Listing,202203
内蒙古自治区,锡林郭勒盟,900771025,锡林郭勒盟蒙医医院,414859.0,53589.9497,246875.8008,10.0,9.0,6.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,902320491,阿巴嘎旗医院,57089.0,13709.0569,82633.5808,0.0,0.0,0.0,Listing,202203
内蒙古自治区,锡林郭勒盟,903121644,锡林浩特市希日塔拉街道办事处社区卫生服务中心,121288.6641,4039.6594,46509.263,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,锡林郭勒盟,903365234,锡林浩特市楚古兰街道办事处社区卫生服务中心,15501.121669999999,128.9253,15137.496000000001,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,阿拉善盟,900009851,阿拉善盟中心医院,740841.0,21487.55,121189.78199999999,0.0,0.0,0.0,Not Listed,Not Listed
内蒙古自治区,阿拉善盟,900024543,阿拉善左旗中蒙医医院,76493.0,7907.4184,33950.329,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,吉林市,900009012,吉林市中心医院,4793460.0,55152.826400000005,123284.44380000001,11.0,10.0,4.0,Not Listed,Not Listed
吉林省,吉林市,900009861,北华大学附属医院,3301709.0,30254.4704,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,吉林市,900010221,吉林市吉化集团公司总医院,3453169.0,628.8695,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,吉林市,900013184,吉林市人民医院,10768627.0,38506.552,610645.7594999999,14.0,12.0,7.0,Not Listed,Not Listed
吉林省,吉林市,900016999,吉林市中西医结合医院,4080940.0,99325.7727,193647.1186,4.0,4.0,4.0,Temporary,202112
吉林省,吉林市,900023180,吉林市丰满区医院,177443.0,300.8257,2522.916,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,吉林市,902398643,吉林医药学院附属医院,2017536.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,四平市,900004216,梨树县第一人民医院,529999.0,14869.3846,37843.74,2.0,2.0,1.0,Not Listed,Not Listed
吉林省,四平市,900005194,双辽市中医院,128533.0,429.751,2235.5860000000002,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,四平市,900006851,四平市中心人民医院,1377028.0,84872.38900000001,415837.60980000003,19.0,17.0,15.0,Not Listed,Not Listed
吉林省,四平市,900009009,公主岭市中心医院,782255.0,22261.1018,72538.07639999999,1.0,1.0,0.0,Not Listed,Not Listed
吉林省,四平市,900009046,双辽市第一人民医院,398404.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,四平市,900011873,四平市第一人民医院,295874.0,13107.4055,125893.5084,7.0,6.0,6.0,Not Listed,Not Listed
吉林省,四平市,900018181,梨树县中医院,323705.0,3480.9831,14152.859,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,四平市,900040910,四平市第四人民医院,584757.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,四平市,901967027,吉林国文医院,599098.0,18350.3677,59709.012,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,四平市,904004434,四平吉奥脑病医院,0.0,644.6265,2102.43,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,延边朝鲜族自治州,900007024,延边大学医学院附属医院,712726.0,1305.8724,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,延边朝鲜族自治州,900008973,延吉市医院,2054068.0,26472.6616,437305.44,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,延边朝鲜族自治州,900009592,延边州第二人民医院,798572.0,26644.562,310299.3368,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,延边朝鲜族自治州,900010097,珲春市人民医院,989549.0,10614.8497,46253.46,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,延边朝鲜族自治州,900019515,延吉市中医院,820649.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,延边朝鲜族自治州,900553617,敦化市医院,224189.0,1976.8546,0.0,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,松原市,900008011,吉林油田总医院,2594264.0,80630.1776,524336.6283999999,8.0,8.0,7.0,Not Listed,Not Listed
吉林省,松原市,900009007,吉林省松原市中心医院,977177.0,10485.9244,85951.5924,4.0,4.0,4.0,Not Listed,Not Listed
吉林省,松原市,900014603,长岭县中医院,187697.0,429.751,1117.7930000000001,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,松原市,901861229,吉林油田江北医院,75625.0,5414.8626,6727.776,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,松原市,901980259,松原市中西医结合医院,78938.0,987.2828,27663.08,10.0,10.0,5.0,Listing,202105
吉林省,松原市,902111546,长岭县人民医院,1199669.0,14095.8328,104270.019,1.0,0.0,0.0,Not Listed,Not Listed
吉林省,白城市,900008994,白城市中心医院,936433.0,99659.2569,13157.713,0.0,0.0,0.0,Not Listed,Not Listed
吉林省,白城市,900010393,大安市第一人民医院,417108.0,34809.831,0.0,0.0,0.0,0.0,Not Listed,Not Listed
